avg_keystroke_delay_ms,typing_speed_wpm,error_rate_pct,command_diversity,session_duration_s,unique_commands,dangerous_cmd_ratio,time_between_commands_ms,backspace_frequency,paste_frequency,label,label_name,frustration_index
0.0,99.60697087464878,14.89327348913793,0.5491640867845071,1110.0404731199812,18.0,0.25193546193216587,1056.276632125933,0.21753971206650863,0.3866463745562476,1,Malicious_Hacker,68.26387473935944
94.38143774071476,84.93458080989201,9.797950290641293,0.3455406406925579,609.0439196346043,34.0,0.2885639000828158,1294.664023537211,0.20550092381899074,0.4031374430071909,1,Malicious_Hacker,86.38209074997265
52.095341975637744,120.99842018221477,20.70429493350807,0.14493962991566603,575.4867923575266,25.0,0.3120584985201627,399.8206268483258,0.1437254729637881,0.21185223362189773,1,Malicious_Hacker,98.7317265369307
54.86057174756978,71.25379474043498,16.572254111453283,0.18186481954108563,476.2959919729778,36.0,0.17521315041595145,307.23387630807645,0.14652520532534524,0.45068909907320476,1,Malicious_Hacker,87.22586248878466
116.26073724486392,63.287254914959085,6.11246001880132,0.9231300146192631,2722.7591510475318,8.0,0.03992306494350246,3764.1052963280945,0.07038321252421444,0.07942644129310197,0,Benign_Admin,31.907461160252474
73.71853237629482,86.4283353664505,10.148080091243735,0.18229869186442493,414.8765372368689,40.0,0.3012330942217425,1550.5888349810311,0.26839192293905667,0.3385183275102063,1,Malicious_Hacker,39.629534743535544
129.01882181257878,45.88879569423604,13.600377288389964,0.7468582445702082,587.4359835104793,36.0,0.6264655967211279,106.69846365115052,0.24506249078136216,0.4340884279730515,1,Malicious_Hacker,38.380271684518846
112.43452462393397,96.68079877121907,14.665138201387391,0.23968777873138894,1102.0580525152777,28.0,0.4026526509146606,718.4964242598157,0.26985627743667534,0.4199559361361073,1,Malicious_Hacker,23.147637161687697
69.45059849474609,89.01816732621062,17.962776539643844,0.011031759081067738,142.31462151052511,27.0,0.3844541912144349,616.9484690735242,0.15710767428825154,0.5509650135789774,1,Malicious_Hacker,45.918565565058415
126.50240122991289,72.34755875942872,7.378940977849281,0.6044877420650646,1861.113777157192,17.0,0.05803121216775438,2911.955530823956,0.04670141488891253,0.0794936877407622,0,Benign_Admin,20.472280922981607
84.42893736745987,86.64047329549844,16.01112937295982,0.213266975006862,795.0266724244933,30.0,0.28196545724100996,1463.1343820612933,0.3489247766138237,0.21948483629650245,1,Malicious_Hacker,39.78662497493555
152.61141204714514,63.53421837162849,1.886836202680498,0.538486818409449,2169.462689862685,10.0,0.054728357247198656,2438.0537523048984,0.07391247610968665,0.07787885053782151,0,Benign_Admin,12.667313161958234
50.209721790406505,53.58530066851591,6.729117798861706,0.3440015312890844,224.51892226057674,47.0,0.5599458351203253,1404.8841541727354,0.3277938690260994,0.3463440761208782,1,Malicious_Hacker,44.96388805018714
0.0,87.45910380677368,15.872715299765511,0.2456095749480457,788.5798479091138,36.0,0.37010419999966415,184.834177722115,0.16104825140086204,0.29631075555960973,1,Malicious_Hacker,68.63063002300895
82.99445225000116,123.19038629013264,8.789104651357533,0.23026107383762434,759.7392923366086,21.0,0.46192331185342284,1355.8051118272938,0.2817798223020826,0.3991152820897799,1,Malicious_Hacker,69.29758441632089
55.27307350610943,71.71688482628478,11.049149345707587,0.5221329435979998,530.013431476082,22.0,0.3418650801141353,1191.2999796643635,0.36721717497097345,0.37079263449966676,1,Malicious_Hacker,45.70462942380866
153.40552035753745,62.66551501399881,5.267081809564565,0.5593682536328166,764.5159627256419,16.0,0.05259000902016198,2102.5084368327903,0.09652363205350292,0.11145734172495564,0,Benign_Admin,14.893013864902354
140.23164484304343,87.63954344659881,22.75315296628834,0.5413070824573342,0.0,28.0,0.5198542737819454,939.7916429900505,0.1680978329735104,0.4106498240269324,1,Malicious_Hacker,48.252517706035505
143.4931061644087,112.38013087546562,16.927347379241215,0.26370727130133254,282.9871654910326,49.0,0.31767719629296726,989.1332535358031,0.20796929278770493,0.38878902463977855,1,Malicious_Hacker,62.29102376460354
146.09570836896947,75.98220562598027,4.626057394029108,0.6012820472848815,1139.907460216983,18.0,0.03586878842333055,3338.698368839185,0.07020129532743298,0.10690953183920075,0,Benign_Admin,21.29539639206047
112.63060659959973,88.60665150265966,9.512802117325204,0.23658017180852045,494.1945303013255,23.0,0.47302334687666525,951.3787799679993,0.0,0.3089567703717668,1,Malicious_Hacker,69.35928051252641
158.30072397990057,38.88732457923268,3.4920708222666477,0.8615375689469441,1298.9142590219863,10.0,0.05112672573624242,2795.7046666981632,0.10094962447268606,0.11604382555922886,0,Benign_Admin,21.715095481948435
164.9399487373635,48.02554133192319,8.423416960284687,0.6785078969711265,1471.0276221056395,16.0,0.01470808181445906,1436.9105018395858,0.1241418064504641,0.10683359355814413,0,Benign_Admin,22.26711686340566
